source,demo_label,freq_hz,gain_linear,gain_db,phase_deg,gain_db_raw,phase_deg_raw,gain_db_reference,phase_deg_reference,gain_db_corrected,phase_deg_corrected
mock_fixture,Simulated no-hardware demo fixture,1000.0,1.0946422538089502,0.7854441628443293,-0.6891953079929891,0.5427086831566876,-1.819838384984986,-0.24273547968764164,-1.1306430769919968,0.7854441628443293,-0.6891953079929891
mock_fixture,Simulated no-hardware demo fixture,1102.1825252050103,1.1030853862666787,0.8521826214091196,-0.4506312751653002,0.6438734161651408,-1.6364143982189145,-0.2083092052439788,-1.1857831230536144,0.8521826214091196,-0.4506312751653002
mock_fixture,Simulated no-hardware demo fixture,1214.806318867293,1.1090352927747062,0.8989073380133354,-0.15009826256576372,0.6827368587406322,-1.3748160984673785,-0.21617047927270325,-1.2247178359016149,0.8989073380133354,-0.15009826256576372
mock_fixture,Simulated no-hardware demo fixture,1338.9382961641559,1.1055476913567062,0.8715496401726136,-0.10184045653966808,0.6722002834469316,-1.6368006570294358,-0.19934935672568202,-1.5349602004897678,0.8715496401726136,-0.10184045653966808
mock_fixture,Simulated no-hardware demo fixture,1475.754392359903,1.109527309139218,0.9027599224827991,0.20496230238913737,0.7501646391436538,-1.2848443658957378,-0.15259528333914524,-1.4898066682848752,0.9027599224827991,0.20496230238913737
mock_fixture,Simulated no-hardware demo fixture,1626.550702753625,1.0930251482963478,0.7726030860331818,0.7582279819779297,0.6002646641900066,-0.7855282348117071,-0.1723384218431753,-1.5437562167896368,0.7726030860331818,0.7582279819779297
mock_fixture,Simulated no-hardware demo fixture,1792.7557609349744,1.0890406327112643,0.7408816765311327,-0.34665701510398317,0.5609803906230828,-2.179294117701339,-0.17990128590804993,-1.8326371025973558,0.7408816765311327,-0.34665701510398317
mock_fixture,Simulated no-hardware demo fixture,1975.9440716631398,1.0760857517957523,0.6369376208045417,-0.11072942638525396,0.46835051534456107,-1.7122494677400253,-0.16858710545998068,-1.6015200413547714,0.6369376208045417,-0.11072942638525396
mock_fixture,Simulated no-hardware demo fixture,2177.851026569549,1.079580181326204,0.6650980656763963,-0.10895098783301096,0.4946578923090651,-1.8336790097319142,-0.17044017336733122,-1.7247280218989032,0.6650980656763963,-0.10895098783301096
mock_fixture,Simulated no-hardware demo fixture,2400.3893439847493,1.0680593798731661,0.5719079683521333,-0.391956967661425,0.4033409130121872,-2.2428692726628165,-0.16856705533994612,-1.8509123050013916,0.5719079683521333,-0.391956967661425
mock_fixture,Simulated no-hardware demo fixture,2645.667188628309,1.070611049769633,0.5926344284209522,-0.6724716651741651,0.3834558996404337,-2.567990191960609,-0.20917852878051849,-1.895518526786444,0.5926344284209522,-0.6724716651741651
mock_fixture,Simulated no-hardware demo fixture,2916.0081428143894,1.0580779940373812,0.4903536400250969,-0.7267185251557238,0.25847774522796463,-2.7559370604295528,-0.2318758947971323,-2.029218535273829,0.4903536400250969,-0.7267185251557238
mock_fixture,Simulated no-hardware demo fixture,3213.973218365539,1.0631242673911794,0.5316806336076115,-1.2749970503769608,0.3119273076970441,-3.607510951777561,-0.21975332591056745,-2.3325139014006004,0.5316806336076115,-1.2749970503769608
mock_fixture,Simulated no-hardware demo fixture,3542.3851177594,1.0657362168132019,0.5529944923336172,-1.2117023419713633,0.339323079845925,-3.4305786186949145,-0.21367141248769217,-2.2188762767235515,0.5529944923336172,-1.2117023419713633
mock_fixture,Simulated no-hardware demo fixture,3904.354974340707,1.0890587470214983,0.7410261501038539,-1.253677446818779,0.45965668524959935,-3.429830689267945,-0.2813694648542545,-2.176153242449166,0.7410261501038539,-1.253677446818779
mock_fixture,Simulated no-hardware demo fixture,4303.311824915583,1.0924455243367104,0.7679957948660431,-1.314578942616869,0.48780381124294847,-3.5195038641371266,-0.2801919836230946,-2.2049249215202575,0.7679957948660431,-1.314578942616869
mock_fixture,Simulated no-hardware demo fixture,4743.035093930039,1.0941957622637413,0.7819005691098199,-2.2556420142198657,0.4439744713274515,-4.964344873018286,-0.3379260977823684,-2.7087028587984197,0.7819005691098199,-2.2556420142198657
mock_fixture,Simulated no-hardware demo fixture,5227.690396963792,1.1134819783141334,0.9336638475706286,-2.9379792322181597,0.5907459575445023,-5.513333898170721,-0.34291789002612627,-2.575354665952561,0.9336638475706286,-2.9379792322181597
mock_fixture,Simulated no-hardware demo fixture,5761.869002715535,1.1142943872196376,0.9399988590342265,-3.3317383049940603,0.5920579254992557,-6.303386495242096,-0.3479409335349708,-2.971648190248036,0.9399988590342265,-3.3317383049940603
mock_fixture,Simulated no-hardware demo fixture,6350.631327313489,1.1043712208517247,0.8623016140322844,-3.267968251772771,0.4936827184725006,-6.329096987452625,-0.36861889555978383,-3.0611287356798544,0.8623016140322844,-3.267968251772771
mock_fixture,Simulated no-hardware demo fixture,6999.55487298442,1.1030294240311438,0.8517419536799594,-4.086427233317032,0.4671322967052247,-7.3037464441994455,-0.3846096569747347,-3.217319210882413,0.8517419536799594,-4.086427233317032
mock_fixture,Simulated no-hardware demo fixture,7714.78706521701,1.1016662825128736,0.841001153248979,-4.7774227300086425,0.40449962667816575,-8.256281715356259,-0.4365015265708132,-3.478858985347616,0.841001153248979,-4.7774227300086425
mock_fixture,Simulated no-hardware demo fixture,8503.103488959834,1.0766959018664453,0.6418612007780042,-4.968323449367176,0.18974476160085668,-8.517827909545058,-0.45211643917714756,-3.5495044601778827,0.6418612007780042,-4.968323449367176
mock_fixture,Simulated no-hardware demo fixture,9371.972075541284,1.0744434141505295,0.6236709638961023,-4.879980959911257,0.1785690864081071,-8.487607615151482,-0.44510187748799523,-3.6076266552402245,0.6236709638961023,-4.879980959911257
mock_fixture,Simulated no-hardware demo fixture,10329.623848370942,1.0726126973017591,0.6088586743841727,-5.59002708114435,0.14923927665725611,-9.542276780673372,-0.4596193977269166,-3.952249699529023,0.6088586743841727,-5.59002708114435
mock_fixture,Simulated no-hardware demo fixture,11385.130897615369,1.073400813677327,0.6152384032468877,-6.280990557008165,0.17109268786034443,-10.085586753880994,-0.4441457153865433,-3.8045961968728292,0.6152384032468877,-6.280990557008165
mock_fixture,Simulated no-hardware demo fixture,12548.49232252328,1.0717695793142976,0.6020285207794042,-6.672734238510627,0.1608321486359332,-10.880093496478331,-0.44119637214347096,-4.207359257967704,0.6020285207794042,-6.672734238510627
mock_fixture,Simulated no-hardware demo fixture,13830.728955554407,1.0877875846466423,0.730881954627648,-6.584323143355444,0.2711369818132597,-10.62178556246597,-0.45974497281438836,-4.037462419110526,0.730881954627648,-6.584323143355444
mock_fixture,Simulated no-hardware demo fixture,15243.987765659023,1.1118838634855213,0.9211885492122283,-7.04492011734629,0.49755134796436323,-11.87190375282135,-0.423637201247865,-4.8269836354750595,0.9211885492122283,-7.04492011734629
mock_fixture,Simulated no-hardware demo fixture,16801.65692974833,1.14092589390957,1.1451487356677243,-7.102201014568578,0.7313804346144094,-11.712807823558741,-0.41376830105331497,-4.610606808990163,1.1451487356677243,-7.102201014568578
mock_fixture,Simulated no-hardware demo fixture,18518.49266245829,1.1729073748797423,1.3852743400611576,-7.394773960620778,0.9806030948418394,-12.185655410031847,-0.40467124521931813,-4.790881449411069,1.3852743400611576,-7.394773960620778
mock_fixture,Simulated no-hardware demo fixture,20410.75900569875,1.204600059547849,1.6168576060669861,-7.613075562206706,1.1781309476569035,-12.307884018118084,-0.43872665841008274,-4.694808455911377,1.6168576060669861,-7.613075562206706
mock_fixture,Simulated no-hardware demo fixture,22496.38190225193,1.2458495332912987,1.9093118768441764,-8.251652761201521,1.5097963733142257,-13.135810729687101,-0.39951550352995074,-4.884157968485581,1.9093118768441764,-8.251652761201521
